est_diameter_min,relative_velocity,miss_distance,absolute_magnitude
0.0121494041,21338.4311719904,54899556.33314903,26.7
0.0059505208,51386.4168326406,1235232.679346335,28.25
0.0211132445,60047.2520186288,6270839.640075167,25.5
0.1108038821,40333.0161818927,28773225.61318394,21.9
0.046190746,42407.6566505011,48509223.07564437,23.8
0.0146067964,11979.2803641198,6081154.567403599,26.3
0.0342416731,37181.4259633369,11973705.535057437,24.45
0.0366906138,50012.2883566854,9012771.531901017,24.3
0.0282198679,66291.7662417953,73308886.15012978,24.87
0.1677084622,8067.9717553006,40484118.56765174,21.0
0.4619074603,75163.6045801382,10367762.631866524,18.8
0.0921626549,42427.0812542746,53856341.46590032,22.3
0.0421264611,54491.3736150236,33034301.8839729,24.0
0.229379698,46460.9783649884,30144220.124810144,20.32
0.0766575574,23905.5153970734,42192624.36429468,22.7
0.0063760979,19892.0571264926,24218177.20098049,28.1
0.2968622513,124540.3987473744,70009823.6361048,19.76
0.0040230458,7817.1727048459,450636.281763725,29.1
0.1529519353,37650.8413448276,21608351.22380809,21.2
0.5578982211,26509.1116213632,15568791.446570773,18.39
0.2658,124821.8847500108,55952013.85047931,20.0
0.1677084622,97770.6208682492,17759105.18826997,21.0
0.0305179233,9607.1019348342,22893899.620830648,24.7
0.5553349116,51659.8041684118,27029685.11737104,18.4
0.0483676488,19679.373388409,11212846.429899205,23.7
0.063760979,41581.895493101,5310099.125742548,23.1
1.0105434154,147609.5254974043,68689876.37573913,17.1
0.0291443905,33392.8688748648,7167923.702599209,24.8
0.046190746,72134.5959647118,7156713.077578001,23.8
0.0555334912,55257.5445079381,65386361.84406273,23.4
0.2914439045,117573.3220732618,50362250.82671905,19.8
0.0695913044,36408.2216232514,49487706.40599176,22.91
0.1529519353,71188.8243186172,42357777.28617919,21.2
0.2861244538,24102.3384661224,72591893.07487954,19.84
0.0319561887,14092.5065106187,10661884.92466313,24.6
0.0421264611,52123.9882939769,26846404.120077148,24.0
0.1160259082,43184.4027322403,34184167.48127032,21.8
0.3346223745,82036.5769281118,63451122.55360997,19.5
0.0921626549,61675.1500466405,27099844.49882979,22.3
0.0384197891,24060.8311419376,68999519.97114077,24.2
0.0253837029,26350.7010373396,31221615.27795411,25.1
0.0211132445,32259.0806525908,7873716.235724688,25.5
0.0127219879,32604.4588329672,5134971.900513864,26.6
0.5502435705,71321.164993737,28388429.26885996,18.42
0.2315021222,31795.6328360485,42366410.69893519,20.3
0.283501249,60832.5205557852,47933483.72007957,19.86
0.0154367182,46151.5346867585,58090863.770689175,26.18
0.1480999721,124979.0786923712,64644587.7470089,21.27
0.0453476699,39764.8088370382,2219762.994955704,23.84
0.77366861,96674.6873249611,72947434.92741396,17.68
0.1394938229,65025.9482229464,58242037.87864643,21.4
0.2954982931,70279.1554726026,66871023.09120255,19.77
0.0305179233,36541.5633735916,29825880.52490369,24.7
0.2210828104,65176.042330638,66739443.76105151,20.4
0.0201629919,58450.4027298886,63281319.62129309,25.6
0.022108281,39302.5807222837,45733349.14749104,25.4
0.0366906138,62219.9660695063,12436660.94709928,24.3
0.02658,49038.327768415,21936381.309979748,25.0
0.0350392641,63772.0057429985,66340226.01750185,24.4
0.0291443905,68064.5939615701,64761617.60719778,24.8
0.152249185,31710.9303339596,68846739.4363761,21.21
0.0146067964,47917.8782799919,63058771.30741396,26.3
0.0278326768,31334.4566228702,5640547.416603396,24.9
0.0034084347,26613.8588689145,58319617.11997996,29.46
0.1160259082,15634.0674487032,52253113.06093992,21.8
0.2210828104,35260.9756436039,17421192.5620876,20.4
0.0146067964,21330.5997498222,69819788.16034234,26.3
0.0024241248,39746.2749998465,46222.7498726,30.2
0.065246163,135868.1039224009,65643933.99630647,23.05
0.0614546821,110771.3651049594,66809282.2700389,23.18
0.0366906138,90161.8967904912,71204988.26130693,24.3
0.0278326768,27793.4497759293,73077963.79628167,24.9
0.3065878759,561.6956015975,51559711.91386377,19.69
0.4411182,93207.5736112879,50517719.71000657,18.9
0.0069912523,23710.8794391356,2247874.185023783,27.9
0.0231502122,15587.1102742637,52778160.81922034,25.3
0.008405334,41519.139692044,31007516.910003204,27.5
0.0183888672,17713.4384178381,4607524.547519278,25.8
0.1838886721,93375.6814374545,29206350.83595312,20.8
0.1394938229,9517.2772574729,69289159.15984857,21.4
0.0050647146,15371.8052901536,11528167.114869488,28.6
0.004411182,19022.0451587815,3848311.467724658,28.9
0.0231502122,25652.4726229775,3733255.98526425,25.3
0.1873074177,76306.7861783424,72308045.94170345,20.76
0.058150704,49041.8440224001,59011539.342513286,23.3
0.0555334912,28753.7220414119,6079222.989625733,23.4
0.1677084622,40270.9829219341,28278982.434942648,21.0
0.0101054342,31535.1222181639,817683.123048167,27.1
0.1272198785,98200.4063585108,62063126.00470168,21.6
0.0305179233,38386.7466840911,8821040.603638688,24.7
0.1058168859,30702.579851263,26935201.945038565,22.0
0.0278326768,27959.2902713105,14291864.898388855,24.9
0.1543671822,60268.141424178,52763136.21146328,21.18
0.2016299194,104581.3168548536,53148921.20323073,20.6
0.0406027058,25093.7798442642,15732788.335955076,24.08
0.0088014652,21052.979178054,35537111.66350019,27.4
0.0291443905,30524.397016004,51466837.696542725,24.8
0.0253837029,75520.4914759342,48589642.701816015,25.1
0.0350392641,55365.2348365004,69842153.32614328,24.4
0.3346223745,7979.7082062731,41206751.72195759,19.5
0.163137941,88167.1277459736,7360945.047128369,21.06
0.365220357,45201.9260159078,30197877.754183657,19.31
0.0069912523,35143.4186217103,2574210.539071089,27.9
0.1732028271,42392.9626194798,44199830.77686727,20.93
0.0160160338,19712.4527179647,15276900.779999888,26.1
0.0211132445,55204.1646194952,6546905.155807247,25.5
0.1515496636,46644.5543833955,12848878.92506937,21.22
0.0251509837,18559.932878051,9237798.36833052,25.12
0.0127807099,22333.2652029209,17754796.874332476,26.59
0.063760979,47489.5702635311,5536660.5520823,23.1
0.0105816886,30450.2036266089,3193318.466746772,27.0
0.0052790403,52178.9855655434,62279720.02415907,28.51
0.0506471459,42261.8286305495,19764558.358685523,23.6
0.0421264611,5525.5316222026,28113489.46213984,24.0
0.3806755436,83466.9365954998,67972875.62611814,19.22
0.0291443905,23329.0542704283,29807360.33851726,24.8
0.0382432662,83543.1086606764,4917707.832196742,24.21
0.4411182,27946.2308810095,35436802.58163801,18.9
1.3018321019,67749.3291575254,47987547.34311248,16.55
0.4972273129,128770.5277299103,55095808.19880148,18.64
0.0146067964,31989.6507486432,1203854.406435539,26.3
0.0530340723,76893.5223161708,69955177.94271952,23.5
0.022108281,21371.1023193837,5737308.6952198,25.4
0.0088014652,84771.6421705531,40874121.12728875,27.4
0.0037201031,83616.4742903885,54721251.963317074,29.27
0.1010543415,77432.6041355779,14905282.945878023,22.1
0.5815070396,89217.426035065,52473785.29785096,18.3
0.0350392641,49178.6903296739,62813092.70942776,24.4
0.2424124811,63308.0919391614,31851452.39478577,20.2
0.0183888672,45340.6337241656,46161838.84090167,25.8
0.077366861,46857.1618582034,5632542.180263317,22.68
0.0192555078,67608.0129375925,41591082.83186566,25.7
0.0119276525,18223.3878479467,22315516.631546345,26.74
0.1272198785,111215.584527799,6166572.437929383,21.6
0.0100590039,24949.3620480751,68473301.44496994,27.11
0.0802703167,12567.035375367,32032662.05997163,22.6
0.0152951935,24529.7442867308,4427059.984444521,26.2
0.0125474356,10315.5338914344,16687315.42243554,26.63
0.0088014652,18822.0252341616,31471379.90240277,27.4
0.0921626549,65383.4119091666,58280539.014780685,22.3
0.1332155667,60438.811950418,73713003.35856001,21.5
0.3346223745,13922.5373063141,28296777.191337872,19.5
0.2315021222,90496.794147089,63545623.51312918,20.3
0.022108281,73117.2668286895,23970020.259961363,25.4
0.6959130436,94644.6039310525,45071578.21109855,17.91
0.0201629919,32821.5407496916,20242485.86963207,25.6
0.058150704,84718.316335509,23464006.272514865,23.3
0.0608912622,8670.8183657916,27594419.754422903,23.2
0.160160338,39350.841198565,69101450.394718,21.1
0.0101054342,48379.8552410149,22775601.18566396,27.1
0.3806755436,87473.5368518351,60103119.39561024,19.22
0.0530340723,48858.9950270686,28136145.880033888,23.5
0.0880146521,55413.9823445611,13953851.38340296,22.4
0.0242412481,25840.255428109,3598756.145655917,25.2
1.5224918504,30756.5877195095,56055923.97746919,16.21
0.1394938229,31859.8426380577,31470465.36574409,21.4
0.0242412481,26894.0507617449,65329197.9996513,25.2
0.0146067964,14872.1547125073,17967951.414361764,26.3
0.1237527837,9251.9602811089,14230127.847091526,21.66
0.0508809225,80634.0104312,47191787.21944089,23.59
0.063760979,36008.2319748854,64433223.25021266,23.1
0.046190746,23586.6217316666,18762371.66471068,23.8
0.0167708462,22697.1663757757,49337708.2420112,26.0
0.0139493823,11920.9612448346,25961935.87032701,26.4
0.0608912622,15247.9826974977,38728542.863358185,23.2
0.0121494041,24902.7052544753,1165976.12103303,26.7
0.5761757511,57779.0169968758,38141216.16541593,18.32
0.1123453177,55882.4557265363,70662238.66186833,21.87
0.1272198785,66281.4011819941,18959525.381122425,21.6
0.1108038821,91261.5930913586,15629085.446894506,21.9
0.0305179233,10842.3430081081,8723632.807907507,24.7
0.0251509837,36291.6603105505,50208698.022870086,25.12
0.096506147,52717.9202552581,2931534.685668917,22.2
0.0880146521,36960.6505170985,6893958.540961929,22.4
0.1010543415,61761.5514019519,67366311.10584728,22.1
0.022108281,33792.7198152496,73725742.82893325,25.4
0.02658,47369.2441583912,29447690.5421972,25.0
0.1160259082,65816.6202068116,46135996.04821576,21.8
0.0192555078,39422.922011168,1315849.69990744,25.7
0.0366906138,62740.5436944536,61914328.66282362,24.3
0.5604733623,107429.1849450385,58084648.09886897,18.38
0.1010543415,69194.1490478906,58123128.33618079,22.1
0.0088014652,28009.5618070826,1802932.151704377,27.4
0.0319561887,15570.7236505583,70718347.27282436,24.6
0.0160160338,35128.2109022197,9268423.715161609,26.1
0.0479242116,38959.2758192152,42667430.949517496,23.72
0.0101054342,42784.3133043952,662005.401134136,27.1
0.2538370294,54842.7136018867,56851824.51370154,20.1
0.4023045798,109647.3825650293,50575010.81732601,19.1
0.1160259082,94539.6614471476,59660109.08966656,21.8
0.3361669212,35112.6829080304,42085709.833362006,19.49
0.04411182,58893.5221925688,32364000.921912376,23.9
0.0093876087,19339.392845862,36104254.79633949,27.26
0.0109788026,19006.8983429621,42837832.96146457,26.92
0.0231502122,78203.7120010064,62702315.35205468,25.3
0.0350392641,47877.3921716557,31749395.29173221,24.4
0.3685996993,40186.7026093069,69805015.07148409,19.29
0.0384197891,48270.0264894,74709436.30901763,24.2
0.2016299194,47558.0575719742,24136678.22617681,20.6
0.2390864572,32489.2430266542,45709519.6279798,20.23
0.0810130488,31489.8755828159,21451324.6526992,22.58
0.0175612318,16492.6423163911,4745599.626622741,25.9
0.0192555078,52845.1449231488,64090477.14677018,25.7
0.0139493823,23643.6098902591,10334142.634873776,26.4
0.4619074603,96141.2894873856,42059079.19845354,18.8
0.0024920398,19121.5365262091,153930.717988171,30.14
0.0732073989,87800.9628399761,61010538.84585725,22.8
0.0160160338,42023.6667042602,536787.929841859,26.1
0.1638909515,16337.7499496656,60292324.84255079,21.05
0.0350392641,61614.1076565755,32142687.987243704,24.4
0.0840533402,25177.8472827493,20111395.64971699,22.5
0.0305179233,17903.9739416717,13874784.81012632,24.7
0.0640552863,37521.6688756991,2546706.162843091,23.09
0.0453476699,30886.6308253748,69961042.8673737,23.84
0.0880146521,53214.4338450224,41009682.648020685,22.4
0.160160338,66124.1591737009,65070861.79124632,21.1
0.058150704,75924.4404635662,21222995.473209023,23.3
0.0236894499,19856.965109313,22316678.947157096,25.25
0.0069912523,27674.8018576763,53256393.82397722,27.9
0.0046833323,57350.2957839936,62290268.51404786,28.77
0.0235806068,62515.1779627813,58810649.71849404,25.26
0.0063760979,27027.2830920265,57610544.51891665,28.1
0.0375452479,58424.8203553709,5910200.195241121,24.25
0.1123453177,29737.9989641602,13490252.281646077,21.87
0.0600558028,70400.1872760379,16869155.17889006,23.23
0.0183888672,54349.3200963647,1170594.05768206,25.8
0.2091967709,39629.0921843362,59645917.90660304,20.52
0.0101054342,33620.5884101147,42347448.70515929,27.1
0.1160259082,28951.5912546232,18491149.05090453,21.8
0.1508533561,23207.7826309347,41618667.19807474,21.23
0.1748054532,42296.0210171255,14039808.644008815,20.91
0.0060891262,50585.3408418934,35158813.40185539,28.2
0.0343997255,17016.0100050848,5924014.825506058,24.44
0.0152951935,73637.4581011346,2384012.540182652,26.2
0.1108038821,82702.9148078657,16516440.187546292,21.9
0.1732028271,109827.2396349198,60586932.92451065,20.93
0.0152951935,9545.7037211903,40830070.2542526,26.2
0.0555334912,21080.9031708705,73708823.51927327,23.4
0.0492668706,22953.7630780776,10707445.928357784,23.66
0.0880146521,26185.4524907281,5183678.3939025,22.4
0.0880146521,19417.8759206412,23945341.26390512,22.4
0.0555334912,28208.937592767,28570904.202910703,23.4
0.0802703167,50815.7867824945,30525728.981141943,22.6
0.0334622374,37248.6939046484,10151935.436130963,24.5
0.0350392641,65706.6713603407,62689644.023511216,24.4
0.0096506147,31887.527330538,690063.274521347,27.2
0.1925550782,67780.250167959,48140821.34141113,20.7
0.2745079817,123381.2706078852,37564407.57403508,19.93
1.5507970872,34224.6752842762,53752917.39734986,16.17
0.0560473362,33906.5178428758,53617265.66910231,23.38
0.1724070324,31623.6073971549,10199529.579597428,20.94
0.160160338,41331.9143793035,9617485.661158057,21.1
0.022108281,19258.258252127,7524175.621423599,25.4
0.0840533402,30133.5115231164,20450533.61709274,22.5
0.0350392641,84160.7603060598,71157591.84134524,24.4
0.1529519353,39568.5699217556,23935781.78049468,21.2
0.0127219879,51957.6415385378,60716568.7389738,26.6
0.0384197891,25317.5856357928,17976487.064909715,24.2
0.0921626549,100651.1174516117,66205324.53753215,22.3
0.0110803882,31629.7996004838,3576070.256981471,26.9
0.1160259082,83508.5670170854,39780434.93065944,21.8
0.2424124811,93436.3768511063,37776790.50321069,20.2
0.0056827032,46553.8071623771,60752971.21146918,28.35
0.1529519353,80661.7911511516,52503802.424621984,21.2
0.2783267681,57654.3258361544,38737791.4524752,19.9
0.0732073989,57337.3147717793,63653492.85246712,22.8
0.0211132445,23494.9814273864,7594251.991024291,25.5
0.1363185559,79156.4147387816,51774245.34234021,21.45
0.0421264611,39404.6460352966,16920496.674201086,24.0
0.0167708462,36065.4044231498,2330529.087609176,26.0
0.096506147,65934.2072117434,33609512.231549814,22.2
0.0483676488,39862.2028402372,10966818.775202932,23.7
0.1756123185,81388.2449096201,40580410.63254889,20.9
0.0133215567,80982.9318822336,60609067.91902882,26.5
0.0258556212,12645.0462075995,11702617.484535355,25.06
0.0921626549,80794.6701943079,35048425.62725536,22.3
0.0148099972,63001.306904454,49362596.09165376,26.27
0.0667659413,41432.2756407083,18284016.07945913,23.0
0.0242412481,76503.8960624729,51024793.463723935,25.2
0.0250354255,32144.163773184,8466361.781216284,25.13
0.2315021222,90046.2360938454,66727189.19721408,20.3
0.0190789723,81519.5634302794,55994986.40710872,25.72
0.2210828104,27429.8481583588,16188448.398429357,20.4
0.0483676488,28299.032132558,34773911.48631454,23.7
0.930154254,87016.3668732017,68790235.90200305,17.28
0.096506147,48783.8119603655,64304370.04204663,22.2
0.0217047594,39984.8889302708,5247936.618102939,25.44
0.2210828104,108908.739224392,55986099.94955561,20.4
0.1925550782,65867.9223282304,55942582.22836836,20.7
0.0152249185,35975.821608249,11522982.262132304,26.21
0.0148099972,30814.6404630853,32857917.109129425,26.27
0.022108281,43298.2212138094,2164077.342057532,25.4
0.1272198785,139267.7732204788,60479826.92326417,21.6
0.063760979,53907.5615741532,13342963.424849952,23.1
0.0555334912,43559.4787792042,30300827.01405453,23.4
0.1925550782,76299.3940081262,19029012.97838616,20.7
0.0127219879,18652.347189308,3894010.505373962,26.6
0.0167708462,40243.9859484574,41609941.79758849,26.0
0.3210369174,16069.7955939898,73765371.42437455,19.59
0.8027031673,52379.7873142046,41728231.69071681,17.6
0.4836764882,66242.1810540722,18210106.982509464,18.7
0.0667659413,56676.2686708644,13760142.546902427,23.0
0.0175612318,26794.4889884291,67173012.91549991,25.9
0.1616422833,63664.0808581271,63218206.70342559,21.08
0.0116025908,51634.6327639433,59077180.419504434,26.8
0.1460679643,81786.4689254234,47324382.06481287,21.3
0.0175612318,63125.0792730306,26013826.88349391,25.9
0.0766575574,68242.5464896879,12589145.637116244,22.7
0.0350392641,54554.7107996978,73191467.39531806,24.4
0.0211132445,18777.4015103326,31712105.97314389,25.5
0.3737274319,74578.0973215414,15862987.08720304,19.26
0.0530340723,61206.2864476506,7222782.124155642,23.5
0.0483676488,36312.1814384863,11915194.591746228,23.7
0.1873074177,39655.6611993601,25639769.197871063,20.76
0.0066765941,15015.1855116644,2659248.834921322,28.0
0.0167708462,38066.4221453302,15250747.063100971,26.0
0.0127219879,22109.613177444,14750011.486899553,26.6
0.0090480497,30142.5363691115,65920110.45381896,27.34
0.096506147,14301.4110460509,70231664.77093287,22.2
0.040230458,55155.4740976306,36246944.17686374,24.1
0.1214940408,67905.5652792209,34599873.19894137,21.7
0.0506471459,82551.0141028274,68813966.31292543,23.6
0.0220067027,26930.6729208923,1683126.503037646,25.41
0.1756123185,83477.9240098621,64747440.187138304,20.9
0.0175612318,44579.0585189639,52470724.42071225,25.9
0.013506878,35359.3764956571,40943891.06061253,26.47
0.0477040198,62358.8246441356,12481124.994492589,23.73
0.0101054342,25739.0907132159,2514796.697815499,27.1
0.2016299194,89350.6683176971,72285073.94710264,20.6
0.0242412481,44549.399460717,42900843.808705375,25.2
0.4310771239,47040.7578697505,36502824.31735864,18.95
0.0096506147,67441.0946783234,71419903.22419101,27.2
0.0305179233,21547.2940178975,5859464.78074061,24.7
0.0766575574,101244.7968427886,55237626.82996361,22.7
0.0334622374,19137.3678848817,40499590.2636031,24.5
0.1838886721,92352.8237015203,46217892.48960025,20.8
0.152249185,59887.4935526442,14716927.394356506,21.21
0.0302381333,20982.0569292771,68514216.25297792,24.72
0.4212646106,58106.0438885826,16931148.79053444,19.0
0.0101054342,8615.142579765,10752790.523773698,27.1
0.0483676488,68741.0722944785,66417270.97004268,23.7
0.04411182,43635.9878628491,29002579.882158723,23.9
1.3383046182,74002.4808715127,73576265.86393179,16.49
0.0350392641,59916.9525856409,60080160.47586324,24.4
0.2783267681,58587.8564585182,33015977.476318944,19.9
0.0022623249,43540.8183242154,44978679.609324686,30.35
0.0840533402,37286.242087504,4419830.338261457,22.5
0.4619074603,62090.1876182202,74388046.8573355,18.8
0.2130860292,52856.1335725636,57891910.06278601,20.48
0.0088014652,43417.7702461253,35982864.38263691,27.4
0.1394938229,49927.6847269894,31825591.20156185,21.4
0.1118291378,51690.1265085326,63698383.44826716,21.88
0.477040198,102477.8363960207,53093493.35234193,18.73
0.0506471459,63088.4565102456,69413304.7773621,23.6
0.0483676488,84833.9799934806,59483165.32742204,23.7
0.1724070324,57240.9410531548,70926929.87754963,20.94
0.1272198785,64641.778072015,52868437.59864416,21.6
0.0080270317,56724.426730633,1046485.824676259,27.6
0.0031956189,26232.800639695,47315935.05100289,29.6
0.0608912622,37062.3780686718,49301150.666444205,23.2
0.193443872,85471.220036758,73449656.35453959,20.69
0.0121494041,67427.5396243496,19237572.48520032,26.7
0.0506471459,81924.5462735851,60280776.99401103,23.6
0.1732028271,38472.3375487258,38136657.84351809,20.93
0.0127219879,37945.2510780113,1435876.11015093,26.6
0.1460679643,70680.5353941286,58168790.87194981,21.3
0.0421264611,11575.8971828383,10613567.580213724,24.0
0.0274507982,15340.1189023296,34775672.7618772,24.93
0.0350392641,42155.926764044,34134835.324709974,24.4
0.2597496533,72800.5595425402,58999865.263290815,20.05
0.3841978911,100584.2410003037,19954936.38365072,19.2
0.046190746,76486.3750591718,68431621.87769073,23.8
0.160160338,32806.027908879,22107350.956084754,21.1
0.0291443905,59763.4992285296,54671268.36787203,24.8
0.7287104149,95025.125323026,3745564.479133814,17.81
0.0640552863,59142.6905734559,32084514.14777276,23.09
0.2231284644,50908.2198760883,32387761.13273044,20.38
0.0557898221,40870.5359268006,49626698.46019917,23.39
0.0542693946,44867.7896584471,42161612.32192943,23.45
0.0384197891,20612.3517984849,22503207.99844464,24.2
0.160160338,76531.2859389434,7686472.645170881,21.1
0.02658,20830.8870506418,14116892.521915408,25.0
0.0093015425,30910.7646378227,56161791.65242717,27.28
0.2016299194,100822.8575863303,36232293.56378167,20.6
0.0192555078,64448.0145335228,60743295.98418672,25.7
0.040230458,46504.1903817737,10369371.556958372,24.1
0.0492668706,23014.780691105,22147697.24730737,23.66
0.022108281,25853.915330149,19827816.10225097,25.4
0.0527904029,30080.5535387278,74392049.36330712,23.51
0.0680072129,39435.6719649776,30010776.999676127,22.96
0.0198863453,15571.9088315729,28083417.193593927,25.63
0.3195618867,55994.4559789834,31190679.814738512,19.6
0.2538370294,35342.45963851,33809543.56770952,20.1
0.0101054342,30475.770046332,329683.352072177,27.1
0.040230458,24779.9483115643,31920352.9999272,24.1
0.1756123185,1763.5346401661,53067102.46297992,20.9
0.0049722731,62874.6535033693,70504102.77767403,28.64
0.0034718022,29612.49385609,283070.181678451,29.42
0.0702352248,15226.3928461287,43814365.84974268,22.89
0.0699125232,25087.6834630208,50177920.92395967,22.9
0.0766575574,53974.5227125916,8021104.455426066,22.7
0.0059505208,9691.1680293832,31806842.92330303,28.25
0.0350392641,25326.7452068324,4387947.142619837,24.4
0.0421264611,108194.4241408076,27959847.55779949,24.0
0.2315021222,61507.6490901809,63248456.559602976,20.3
0.0152951935,26376.1453484295,5378639.065379192,26.2
0.0699125232,17467.854824746,66452093.22527746,22.9
0.4836764882,47077.8318835517,62607608.72538379,18.7
0.0110803882,31303.589996678,26886553.03187009,26.9
0.0334622374,17609.5500342635,8431176.900744615,24.5
0.0126635356,71627.3530691962,58084798.95336108,26.61
0.02658,52537.9740914509,9769731.607934289,25.0
0.0144728805,25942.3403263321,51037125.89325272,26.32
0.1010543415,85068.752005526,59843155.51750028,22.1
0.0242412481,19459.9118946096,19310614.333378013,25.2
0.0110803882,25219.6709144975,63655954.88933223,26.9
0.3703010782,73437.4441566025,70133992.14209242,19.28
0.0334622374,16882.0884851219,37828799.33966001,24.5
0.0810130488,78299.2672151886,46982168.11091354,22.58
0.0483676488,47848.6363340347,66066701.06255685,23.7
0.0211132445,30147.1569129081,21008770.24626436,25.5
0.0888290416,42603.6000880048,26963799.762017965,22.38
0.0066765941,40444.8606239468,906837.215336988,28.0
0.0076657557,80910.2405632338,72003243.96168604,27.7
0.0398616229,37820.5340631318,10353925.950875549,24.12
0.2262324906,65967.7978582398,26061085.35925967,20.35
0.2424124811,71157.7164237206,43483207.5823506,20.2
0.0167708462,89626.029956176,53803611.68739592,26.0
0.0305179233,12527.2661083393,21240349.529239006,24.7
0.0152951935,27430.0991170191,26388036.32119608,26.2
0.063760979,60309.5659292405,5846664.812988735,23.1
0.5761757511,48515.1135490069,10623939.365098482,18.32
0.0506471459,45087.0620971522,13787137.961257111,23.6
0.0201629919,30564.5026178209,9129662.819582917,25.6
0.2072788434,86364.0611426182,66815080.08508862,20.54
0.022108281,18509.5004820864,5237815.155334053,25.4
0.0088014652,18874.7344341818,31486284.143713634,27.4
0.1677084622,40459.0869247943,24367372.592871048,21.0
0.1108038821,17649.1686293458,60784068.0907865,21.9
0.0278326768,67875.888599338,67075756.78208933,24.9
0.2658,92300.8570991626,43237913.63040774,20.0
0.0127219879,23041.5643169596,9391963.46130162,26.6
0.0766575574,29270.4510678259,13608268.904345265,22.7
0.0350392641,26359.2175086813,51085064.9944476,24.4
0.2538370294,66760.6746934624,34546117.95695768,20.1
0.1453968429,28678.7014114997,68729164.2470717,21.31
0.096506147,28621.1982244929,31834257.21169372,22.2
0.0175612318,40215.5043326017,7515959.870960856,25.9
0.2585562121,71275.8608010752,61271525.5096446,20.06
2.9549829311,80390.7257559059,74360376.05347711,14.77
0.0239086457,25261.8290820096,15048328.653568828,25.23
0.1838886721,105709.6112930816,70506323.24389866,20.8
0.2914439045,24069.758442467,44232797.94371512,19.8
0.2315021222,44790.2717079935,45016107.15634489,20.3
0.5815070396,7131.8881564161,46835565.65402433,18.3
0.040230458,30090.3601332741,2945622.317086817,24.1
0.0116025908,24087.6960462073,64600845.97309174,26.8
0.0305179233,21046.5780849526,54222366.86788819,24.7
0.0506471459,16207.6112468015,4683009.433632589,23.6
0.0093876087,16948.4665839437,13259687.526546404,27.26
0.046190746,62829.5713845156,26994295.72165129,23.8
0.0506471459,44767.9558516604,6453744.159369411,23.6
0.0088014652,12019.083154508,20057654.335294995,27.4
0.0015723708,80937.0082776791,70779680.08075738,31.14
0.1788771952,53839.0965779996,48470710.64487094,20.86
0.0055533491,27392.263938486,43850244.3407386,28.4
0.439091446,34878.359800069,69846999.23498641,18.91
0.0231502122,18209.2181825133,5661381.268687455,25.3
0.04493192,12703.4493713078,47813534.74169359,23.86
0.058150704,74666.169212017,27886542.61184781,23.3
0.0171614894,65663.8089427559,3163355.853439573,25.95
0.1332155667,25260.3187902041,20173064.67886283,21.5
0.0483676488,14188.5910318173,29227076.76813376,23.7
0.022108281,23003.2807010637,18216143.510880344,25.4
0.0246919266,59035.6020229556,52165019.6175494,25.16
0.0146067964,22849.1187259502,10668514.563709198,26.3
0.7665755735,131918.7818789388,58393959.6169188,17.7
0.022108281,67111.8931628784,31523900.722602367,25.4
0.0105816886,16747.6202649747,15695833.024531106,27.0
0.0802703167,18770.4708274697,67354064.82973185,22.6
0.0578835257,35251.8817620853,42917445.16305246,23.31
0.0856160085,28985.9995574901,68978520.48429506,22.46
0.2315021222,137953.0932480526,69060879.6917306,20.3
0.0054020049,34146.9214118868,517197.83444898,28.46
0.1214940408,34590.4807144272,30282271.13361632,21.7
0.1925550782,29227.1499546261,21041128.92377599,20.7
0.0366906138,20863.9356061726,11207637.835980052,24.3
0.0253837029,27652.7227861815,27384885.886761867,25.1
0.0192555078,35256.2540815469,22491562.8813698,25.7
0.0069912523,102724.8157061906,47559199.82751749,27.9
0.0076657557,25004.1055713331,41558596.30801433,27.7
0.0058150704,66513.2622630361,42133511.4391546,28.3
0.1108038821,30528.0623396232,42339427.68624393,21.9
0.1165614595,63568.1983893505,73123282.81046179,21.79
0.0080270317,36714.8418837484,47977978.97358855,27.6
0.0080270317,6729.7921519433,26045458.694874786,27.6
0.0116025908,17704.3409982217,43523409.22739272,26.8
0.0477040198,62242.5562124159,7746467.988306948,23.73
0.313729225,36491.8763831915,58606888.5932797,19.64
0.1272198785,54267.7504918471,59399069.69263003,21.6
0.5895966084,51424.4257097612,30640806.03561521,18.27
0.0384197891,52090.8151757299,70009189.52065344,24.2
0.1756123185,121291.6943741789,11473934.311605392,20.9
0.0921626549,48724.9072758749,73377979.55700606,22.3
0.2210828104,118988.9672739991,47456813.848506525,20.4
0.1677084622,25483.2063248048,22069424.14113321,21.0
0.0183888672,48801.0014769924,1669789.239575879,25.8
0.02658,59545.1192847016,70102293.35574515,25.0
0.4411182,60341.3335557954,55131042.37177131,18.9
0.040230458,45496.7097750342,29593846.80847933,24.1
0.2053784995,76158.312657377,48900486.68548634,20.56
0.0133215567,30884.1158132051,36097307.92005029,26.5
0.0699125232,40039.6298492761,28280836.59582279,22.9
0.0305179233,17100.0138647109,15715905.677773245,24.7
0.0101054342,8431.0686035254,15121078.651261948,27.1
0.3051792326,67066.2806142524,55422710.331993125,19.7
0.0242412481,47131.4960611416,7118132.280577972,25.2
0.0253837029,40130.20076981,29643211.59233512,25.1
0.0802703167,53628.7166293759,61985009.781813785,22.6
0.1133848361,74098.2805075865,72669116.25832267,21.85
0.2210828104,59660.2968075713,69021024.44055647,20.4
0.0319561887,65433.1569189365,67267751.45139647,24.6
0.0506471459,33096.3387400643,11270621.561127027,23.6
